117,1,L,L,L,411.596
117,2,R,L,L,338.153
117,3,L,L,L,237.642
117,4,R,R,R,252.645
117,5,L,R,R,341.507
117,6,L,R,R,258.003
117,7,L,L,L,265.602
117,8,L,R,R,253.305
117,9,L,R,R,252.739
117,10,R,L,L,256.756
117,11,R,R,R,223.257
117,12,L,R,R,276.175
117,13,L,L,L,203.445
117,14,L,L,L,267.53
117,15,R,R,R,220.936
117,16,R,L,L,257.34
117,17,R,L,L,257.367
117,18,L,L,L,304.75
117,19,L,R,R,280.137
117,20,R,L,L,237.183
117,21,L,L,L,257.295
117,22,L,R,R,244.817
117,23,R,L,L,225.831
117,24,L,L,L,216.807
117,25,L,L,L,228.881
117,26,R,L,L,221.119
117,27,L,R,R,310.892
117,28,R,R,R,240.707
117,29,R,R,R,342.649
117,30,R,L,L,209.446
117,31,L,R,R,239.778
117,32,R,R,R,254.204
117,33,L,L,L,265.374
117,34,R,R,R,234.183
117,35,L,L,L,212.047
117,36,R,L,L,200.823
117,37,R,R,R,232.637
117,38,R,R,R,236.261
117,39,L,L,L,168.443
117,40,L,R,R,284.594
117,41,R,R,R,217.662
117,42,L,R,R,226.031
117,43,L,R,R,245.715
117,44,R,R,R,234.57
117,45,L,L,L,214.832
117,46,R,R,R,224.47
117,47,R,R,R,246.772
117,48,L,L,L,213.128
117,49,R,L,L,325.539
117,50,R,L,L,250.38
117,51,R,R,R,243.119
117,52,L,R,R,270.319
117,53,R,L,L,247.821
117,54,R,L,L,253.409
117,55,L,L,L,284.316
117,56,R,R,R,244.592
117,57,R,L,L,249.956
117,58,L,L,L,242.477
117,59,R,L,L,319.019
117,60,R,R,R,278.273
117,61,L,R,R,298.157
117,62,R,R,R,247.292
117,63,L,L,L,258.906
117,64,R,L,L,241.254
117,65,R,L,L,281.212
117,66,R,R,R,292.012
117,67,L,L,L,257.046
117,68,L,R,R,292.275
117,69,L,R,R,332.534
117,70,L,L,L,251.17
117,71,L,R,R,241.937
117,72,R,L,L,227.7
117,73,R,R,R,258.393
117,74,L,R,R,282.117
117,75,R,R,R,265.333
117,76,R,L,L,324.972
117,77,R,L,L,252.48
117,78,L,L,L,270.185
117,79,L,R,R,253.685
117,80,L,R,R,295.996
