110,1,L,L,L,336.011
110,2,R,L,L,362.648
110,3,L,L,L,303.569
110,4,R,R,R,294.372
110,5,L,R,R,281.254
110,6,L,R,L,225.217
110,7,L,L,L,284.548
110,8,L,R,R,355.226
110,9,L,R,R,299.463
110,10,R,L,L,241.642
110,11,R,R,R,346.862
110,12,L,R,R,258.71
110,13,L,L,L,327.08
110,14,L,L,L,291.635
110,15,R,R,R,246.215
110,16,R,L,L,291.183
110,17,R,L,L,289.211
110,18,L,L,L,227.649
110,19,L,R,R,273.862
110,20,R,L,L,228.068
110,21,L,L,L,245.602
110,22,L,R,R,220.652
110,23,R,L,L,232.277
110,24,L,L,L,208.818
110,25,L,L,L,223.514
110,26,R,L,L,223.025
110,27,L,R,R,289.482
110,28,R,R,R,318.871
110,29,R,R,R,261.314
110,30,R,L,L,244.361
110,31,L,R,R,259.524
110,32,R,R,R,266.175
110,33,L,L,L,249.49
110,34,R,R,R,216.91
110,35,L,L,L,231.284
110,36,R,L,L,293.592
110,37,R,R,R,289.654
110,38,R,R,R,242.502
110,39,L,L,L,193.949
110,40,L,R,R,360.784
110,41,R,R,R,293.063
110,42,L,R,R,276.052
110,43,L,R,R,256.819
110,44,R,R,R,213.657
110,45,L,L,L,206.042
110,46,R,R,R,247.293
110,47,R,R,R,278.447
110,48,L,L,L,213.937
110,49,R,L,L,305.876
110,50,R,L,L,260.892
110,51,R,R,R,361.095
110,52,L,R,R,394.895
110,53,R,L,L,284.947
110,54,R,L,L,343.703
110,55,L,L,L,245.687
110,56,R,R,R,262.208
110,57,R,L,L,258.019
110,58,L,L,L,234.58
110,59,R,L,L,275.791
110,60,R,R,R,316.008
110,61,L,R,R,330.348
110,62,R,R,R,325.405
110,63,L,L,L,213.904
110,64,R,L,L,283.273
110,65,R,L,L,202.723
110,66,R,R,R,359.919
110,67,L,L,L,203.694
110,68,L,R,R,415.048
110,69,L,R,R,316.332
110,70,L,L,L,290.36
110,71,L,R,R,272.791
110,72,R,L,L,289.662
110,73,R,R,R,274.406
110,74,L,R,R,288.493
110,75,R,R,R,301.373
110,76,R,L,L,360.677
110,77,R,L,L,303.677
110,78,L,L,L,250.432
110,79,L,R,R,269.048
110,80,L,R,R,329.429
