111,1,L,L,L,471.361
111,2,R,L,L,543.911
111,3,L,L,L,421.339
111,4,R,R,R,410.433
111,5,L,R,R,497.673
111,6,L,R,R,576.548
111,7,L,L,L,368.765
111,8,L,R,R,427.722
111,9,L,R,R,568.348
111,10,R,L,L,354.472
111,11,R,R,R,468.848
111,12,L,R,R,531.235
111,13,L,L,L,300.947
111,14,L,L,L,331.709
111,15,R,R,R,317.908
111,16,R,L,L,367.454
111,17,R,L,L,454.428
111,18,L,L,L,376.752
111,19,L,R,R,356.33
111,20,R,L,L,303.168
111,21,L,L,L,341.824
111,22,L,R,R,400.239
111,23,R,L,L,327.521
111,24,L,L,L,293.953
111,25,L,L,L,321.946
111,26,R,L,L,342.847
111,27,L,R,R,417.537
111,28,R,R,R,586.485
111,29,R,R,R,399.442
111,30,R,L,L,339.964
111,31,L,R,R,346.808
111,32,R,R,R,346.966
111,33,L,L,L,288.112
111,34,R,R,R,319.546
111,35,L,L,L,267.8
111,36,R,L,L,401.215
111,37,R,R,R,354.07
111,38,R,R,R,319.019
111,39,L,L,L,332.741
111,40,L,R,R,425.593
111,41,R,R,R,304.417
111,42,L,R,R,541.197
111,43,L,R,R,427.412
111,44,R,R,R,373.892
111,45,L,L,L,338.421
111,46,R,R,R,289.124
111,47,R,R,R,399.21
111,48,L,L,L,314.776
111,49,R,L,L,422.236
111,50,R,L,L,417.007
111,51,R,R,R,443.386
111,52,L,R,R,473.819
111,53,R,L,L,323.823
111,54,R,L,L,442.416
111,55,L,L,L,325.12
111,56,R,R,R,366.493
111,57,R,L,L,383.047
111,58,L,L,L,309.101
111,59,R,L,L,329.964
111,60,R,R,R,340.732
111,61,L,R,R,552.865
111,62,R,R,R,405.561
111,63,L,L,L,280.865
111,64,R,L,L,360.714
111,65,R,L,L,379.985
111,66,R,R,R,462.506
111,67,L,L,L,310.449
111,68,L,R,R,352.437
111,69,L,R,R,438.911
111,70,L,L,L,300.204
111,71,L,R,R,355.867
111,72,R,L,L,323.75
111,73,R,R,R,378.567
111,74,L,R,R,382.844
111,75,R,R,R,392.774
111,76,R,L,L,333.318
111,77,R,L,L,356.27
111,78,L,L,L,318.401
111,79,L,R,R,446.588
111,80,L,R,R,441.688
