37,1,L,L,L,658.871
37,2,R,L,L,397.872
37,3,L,L,L,339.817
37,4,R,R,R,416.587
37,5,L,R,R,364.202
37,6,L,R,R,320.594
37,7,L,L,L,371.199
37,8,L,R,R,262.868
37,9,L,R,R,367.532
37,10,R,L,L,408.689
37,11,R,R,R,407.753
37,12,L,R,R,332.456
37,13,L,L,L,249.606
37,14,L,L,L,269.062
37,15,R,R,R,266.012
37,16,R,L,L,271.111
37,17,R,L,L,223.818
37,18,L,L,L,274.807
37,19,L,R,R,285.327
37,20,R,L,L,234.796
37,21,L,L,L,288.136
37,22,L,R,R,362.204
37,23,R,L,L,311.754
37,24,L,L,L,374.027
37,25,L,L,L,249.181
37,26,R,L,L,227.591
37,27,L,R,R,297.514
37,28,R,R,R,303.115
37,29,R,R,R,338.985
37,30,R,L,L,374.663
37,31,L,R,R,358.823
37,32,R,R,R,310.1
37,33,L,L,L,261.485
37,34,R,R,R,307.231
37,35,L,L,L,266.048
37,36,R,L,L,370.242
37,37,R,R,R,274.184
37,38,R,R,R,356.721
37,39,L,L,L,245.778
37,40,L,R,R,285.032
37,41,R,R,R,379.126
37,42,L,R,R,475.15
37,43,L,R,R,285.347
37,44,R,R,R,303.426
37,45,L,L,L,369.48
37,46,R,R,R,344.244
37,47,R,R,R,316.673
37,48,L,L,L,314.017
37,49,R,L,L,411.157
37,50,R,L,L,315.613
37,51,R,R,R,231.326
37,52,L,R,R,372.421
37,53,R,L,L,372.854
37,54,R,L,L,300.375
37,55,L,L,L,322.345
37,56,R,R,R,324.499
37,57,R,L,L,338.527
37,58,L,L,L,320.995
37,59,R,L,L,472.395
37,60,R,R,R,315.242
37,61,L,R,R,337.187
37,62,R,R,R,337.047
37,63,L,L,L,280.502
37,64,R,L,L,344.309
37,65,R,L,L,384.704
37,66,R,R,R,342.368
37,67,L,L,L,371.382
37,68,L,R,R,439.873
37,69,L,R,R,300.189
37,70,L,L,L,282.073
37,71,L,R,R,314.427
37,72,R,L,L,288.777
37,73,R,R,R,249.848
37,74,L,R,R,322.694
37,75,R,R,R,289.89
37,76,R,L,L,216.373
37,77,R,L,L,383.928
37,78,L,L,L,275.463
37,79,L,R,R,239.485
37,80,L,R,R,383.928
