19,1,L,L,L,403.106
19,2,R,L,L,390.68
19,3,L,L,L,302.83
19,4,R,R,R,315.401
19,5,L,R,R,386.925
19,6,L,R,R,335.45
19,7,L,L,L,306.578
19,8,L,R,R,298.281
19,9,L,R,R,251.727
19,10,R,L,L,256.261
19,11,R,R,R,286.376
19,12,L,R,L,265.743
19,13,L,L,L,311.8
19,14,L,L,L,342.57
19,15,R,R,R,285.121
19,16,R,L,L,261.594
19,17,R,L,L,221.81
19,18,L,L,L,276.03
19,19,L,R,R,345.623
19,20,R,L,L,324.484
19,21,L,L,L,316.637
19,22,L,R,R,317.378
19,23,R,L,L,243.909
19,24,L,L,L,240.635
19,25,L,L,L,313.689
19,26,R,L,L,306.862
19,27,L,R,R,265
19,28,R,R,R,278.321
19,29,R,R,R,273.054
19,30,R,L,L,267.853
19,31,L,R,R,263.467
19,32,R,R,R,356.17
19,33,L,L,L,222.77
19,34,R,R,R,344.554
19,35,L,L,L,324.626
19,36,R,L,L,284.806
19,37,R,R,R,316.347
19,38,R,R,R,281.488
19,39,L,L,L,280.204
19,40,L,R,R,274.841
19,41,R,R,R,271.519
19,42,L,R,R,258.142
19,43,L,R,R,224.578
19,44,R,R,R,308.546
19,45,L,L,L,298.772
19,46,R,R,R,270.563
19,47,R,R,R,327.064
19,48,L,L,L,249.075
19,49,R,L,L,339.542
19,50,R,L,L,323.402
19,51,R,R,R,403.292
19,52,L,R,R,368.974
19,53,R,L,L,282.97
19,54,R,L,L,257.519
19,55,L,L,L,302.055
19,56,R,R,R,297.318
19,57,R,L,L,302.762
19,58,L,L,L,290.252
19,59,R,L,L,260.322
19,60,R,R,R,327.418
19,61,L,R,R,278.405
19,62,R,R,R,294.185
19,63,L,L,L,263.896
19,64,R,L,L,308.904
19,65,R,L,L,261.581
19,66,R,R,R,296.214
19,67,L,L,L,265.524
19,68,L,R,R,343.422
19,69,L,R,R,314.936
19,70,L,L,L,314.372
19,71,L,R,R,266.014
19,72,R,L,L,242.346
19,73,R,R,R,244.98
19,74,L,R,R,291.564
19,75,R,R,R,303.449
19,76,R,L,L,343.081
19,77,R,L,L,354.013
19,78,L,L,L,304.361
19,79,L,R,R,349.445
19,80,L,R,R,366.065
