24,1,L,L,L,456.287
24,2,R,L,L,256.36
24,3,L,L,L,293.721
24,4,R,R,R,381.458
24,5,L,R,L,264.681
24,6,L,R,R,306.656
24,7,L,L,L,315.353
24,8,L,R,R,318.378
24,9,L,R,R,383.665
24,10,R,L,L,329.453
24,11,R,R,R,279.71
24,12,L,R,R,378.695
24,13,L,L,L,277.333
24,14,L,L,L,302.285
24,15,R,R,R,255.414
24,16,R,L,L,387.671
24,17,R,L,L,298.468
24,18,L,L,L,281.855
24,19,L,R,R,361.674
24,20,R,L,L,288.88
24,21,L,L,L,351.527
24,22,L,R,R,267.458
24,23,R,L,L,274.735
24,24,L,L,L,303.47
24,25,L,L,L,286.431
24,26,R,L,L,303.222
24,27,L,R,R,318.275
24,28,R,R,R,280.579
24,29,R,R,R,298.864
24,30,R,L,L,278.452
24,31,L,R,R,296.357
24,32,R,R,R,341.226
24,33,L,L,L,255.587
24,34,R,R,R,318.007
24,35,L,L,L,321.967
24,36,R,L,L,336.337
24,37,R,R,R,279.843
24,38,R,R,R,370.665
24,39,L,L,L,325.385
24,40,L,R,R,291.913
24,41,R,R,R,409.025
24,42,L,R,R,383.778
24,43,L,R,R,302.555
24,44,R,R,R,383.976
24,45,L,L,L,278.823
24,46,R,R,R,321.366
24,47,R,R,R,339.127
24,48,L,L,L,449.762
24,49,R,L,L,367.716
24,50,R,L,L,341.27
24,51,R,R,R,319.733
24,52,L,R,R,338.333
24,53,R,L,L,307.877
24,54,R,L,L,443.13
24,55,L,L,L,337.143
24,56,R,R,R,250.163
24,57,R,L,L,252.451
24,58,L,L,L,282.405
24,59,R,L,L,338.124
24,60,R,R,R,309.091
24,61,L,R,R,289.504
24,62,R,R,R,340.67
24,63,L,L,L,238.841
24,64,R,L,L,334.946
24,65,R,L,L,260.89
24,66,R,R,R,249.35
24,67,L,L,L,265.907
24,68,L,R,R,330.655
24,69,L,R,R,279.473
24,70,L,L,L,297.927
24,71,L,R,R,273.023
24,72,R,L,L,280.097
24,73,R,R,R,342.51
24,74,L,R,R,378.772
24,75,R,R,R,279.587
24,76,R,L,L,262.48
24,77,R,L,L,357.007
24,78,L,L,L,261.675
24,79,L,R,R,284.256
24,80,L,R,R,332.864
