
3,1,L,L,L,227.544;
3,2,R,L,L,234.002;
3,3,L,L,L,276.961;
3,4,L,R,R,277.106;
3,5,L,R,R,371.221;
3,6,L,L,L,216.74;
3,7,L,R,R,367.639;
3,8,L,R,R,262.367;
3,9,R,L,L,274.116;
3,10,R,R,R,280.779;
3,11,L,R,R,306.153;
3,12,L,L,L,261.048;
3,13,L,L,L,216.956;
3,14,R,R,L,239.957;
3,15,R,L,L,294.641;
3,16,L,L,L,246.827;
3,17,L,R,R,270.792;
3,18,R,L,L,258.106;
3,19,L,L,L,338.059;
3,20,L,R,R,215.724;
3,21,R,L,L,254.565;
3,22,L,L,L,202.384;
3,23,L,L,L,256.455;
3,24,R,L,L,217.9;
3,25,L,R,R,279.841;
3,26,R,R,R,305.976;
3,27,R,R,R,240.995;
3,28,R,L,L,218.62;
3,29,L,R,R,261.521;
3,30,R,R,R,235.616;
3,31,L,L,L,206.355;
3,32,R,R,R,245.762;
3,33,L,L,L,221.49;
3,34,R,L,L,208.807;
3,35,R,R,R,260.08;
3,36,R,R,R,318.703;
3,37,L,L,L,208.975;
3,38,L,R,R,224.313;
3,39,L,R,R,253.426;
3,40,L,R,R,281.312;



3,1,L,L,L,330.478;
3,2,R,L,L,239.945;
3,3,L,L,L,266.527;
3,4,R,R,R,289.725;
3,5,L,R,R,287.023;
3,6,L,L,L,274.944;
3,7,L,R,R,299.688;
3,8,L,R,R,304.341;
3,9,R,L,L,217.758;
3,10,R,R,R,236.831;
3,11,L,R,R,297.215;
3,12,L,L,L,251.736;
3,13,L,L,L,473.581;
3,14,R,R,R,266.49;
3,15,R,L,L,219.401;
3,16,R,L,L,361.228;
3,17,L,L,L,229.833;
3,18,L,R,R,329.18;
3,19,R,L,L,222.174;
3,20,L,L,L,291.811;
3,21,L,R,L,268.722;
3,22,L,L,L,260.602;
3,23,L,L,L,245.291;
3,24,R,L,L,272.582;
3,25,L,R,R,282.246;
3,26,R,R,R,391.184;
3,27,R,R,R,292.195;
3,28,R,L,-,15337.7;
3,29,L,R,R,385.833;
3,30,R,R,R,291.999;
3,31,L,L,L,295.858;
3,32,R,R,R,249.247;
3,33,L,L,L,225.285;
3,34,R,L,L,312.627;
3,35,R,R,R,265.782;
3,36,R,R,R,295.157;
3,37,L,L,L,269.906;
3,38,L,R,R,364.513;
3,39,R,R,R,336.835;
3,40,L,R,R,299.676;
3,41,L,R,R,262.542;
3,42,R,R,R,260.598;
3,43,L,L,L,256.942;
3,44,R,R,R,261.892;
3,45,R,R,R,242.239;
3,46,L,L,L,246.467;
3,47,R,L,L,357.428;
3,48,R,L,L,260.947;
3,49,R,R,R,245.495;
3,50,L,R,R,332.23;
3,51,R,L,L,276.332;
3,52,R,L,L,279.277;
3,53,L,L,L,217.034;
3,54,R,R,R,286.42;
3,55,R,L,L,258.586;
3,56,L,L,L,305.122;
3,57,R,L,L,314.249;
3,58,R,R,R,367.934;
3,59,L,R,R,292.012;
3,60,R,R,R,253.318;
3,61,L,L,L,257.29;
3,62,R,L,L,323.977;
3,63,R,L,L,273.629;
3,64,R,R,R,245.482;
3,65,L,L,L,278.244;
3,66,L,R,R,238.362;
3,67,L,R,R,244.004;
3,68,L,L,L,257.96;
3,69,L,R,R,280.688;
3,70,R,L,L,300.876;
3,71,R,R,R,233.523;
3,72,L,R,R,353.518;
3,73,R,R,R,346.072;
3,74,R,L,L,266.257;
3,75,R,L,L,264.301;
3,76,L,L,L,282.034;
3,77,L,R,R,306.718;
3,78,L,R,R,225.623;
3,79,L,R,R,268.352;
3,80,R,L,L,262.702;
