9,1,L,L,L,568.12;
9,2,R,L,L,526.044;
9,3,L,L,L,383.67;
9,4,R,R,R,275.714;
9,5,L,R,R,329.185;
9,6,L,R,R,341.933;
9,7,L,L,L,227.499;
9,8,L,R,R,243.95;
9,9,L,R,R,286.957;
9,10,R,L,L,308.684;
9,11,R,R,R,316.094;
9,12,L,R,R,295.286;
9,13,L,L,L,292.203;
9,14,L,L,L,293.416;
9,15,R,R,R,261.899;
9,16,R,L,L,269.346;
9,17,R,L,L,293.195;
9,18,L,L,L,465.846;
9,19,L,R,R,258.14;
9,20,R,L,L,315.029;
9,21,L,L,L,309.152;
9,22,L,R,R,234.773;
9,23,R,L,L,269.99;
9,24,L,L,L,287.25;
9,25,L,L,L,254.947;
9,26,R,L,L,362.398;
9,27,L,R,R,310.24;
9,28,R,R,R,354.415;
9,29,R,R,R,297.133;
9,30,R,L,L,348.744;
9,31,L,R,R,333.941;
9,32,R,R,R,254.769;
9,33,L,L,L,336.794;
9,34,R,R,R,252.877;
9,35,L,L,L,291.179;
9,36,R,L,L,389.197;
9,37,R,R,R,339.712;
9,38,R,R,R,312.483;
9,39,L,L,L,300.221;
9,40,L,R,R,291.899;
9,41,R,R,R,300.806;
9,42,L,R,R,397.512;
9,43,L,R,R,318.186;
9,44,R,R,R,307.577;
9,45,L,L,L,321.681;
9,46,R,R,R,286.105;
9,47,R,R,R,331.534;
9,48,L,L,L,267.263;
9,49,R,L,L,320.498;
9,50,R,L,L,399.065;
9,51,R,R,R,358.307;
9,52,L,R,R,292.202;
9,53,R,L,L,364.535;
9,54,R,L,L,327.095;
9,55,L,L,L,336.215;
9,56,R,R,R,311.539;
9,57,R,L,L,419.41;
9,58,L,L,L,348.086;
9,59,R,L,L,324.276;
9,60,R,R,R,303.56;
9,61,L,R,R,357.594;
9,62,R,R,R,315.491;
9,63,L,L,L,318.981;
9,64,R,L,L,419.637;
9,65,R,L,L,280.143;
9,66,R,R,R,299.587;
9,67,L,L,L,347.072;
9,68,L,R,R,295.991;
9,69,L,R,R,262.29;
9,70,L,L,L,373.652;
9,71,L,R,R,256.284;
9,72,R,L,L,336.022;
9,73,R,R,R,297.61;
9,74,L,R,R,273.693;
9,75,R,R,R,238.413;
9,76,R,L,L,299.407;
9,77,R,L,L,265.821;
9,78,L,L,L,295.128;
9,79,L,R,R,277.987;
9,80,L,R,R,392.978;
