4,1,L,L,L,362.569;
4,2,R,L,L,436.23;
4,3,L,R,R,361.684;
4,4,L,R,R,278.384;
4,5,R,L,L,318.27;
4,6,R,R,R,294.864;
4,7,L,R,R,364.242;
4,8,R,R,R,391.436;
4,9,R,L,L,217.492;
4,10,R,R,R,254.978;
4,11,R,R,R,279.07;
4,12,R,R,R,233.448;
4,13,L,R,R,225.69;
4,14,L,L,L,283.329;
4,15,L,L,L,261.087;
4,16,R,L,L,278.828;
4,17,R,L,L,351.097;
4,18,L,R,R,264.943;
4,19,R,R,R,362.906;
4,20,L,L,L,264.178;
4,21,L,L,L,352.676;
4,22,R,L,L,280.833;
4,23,L,L,L,262.678;
4,24,L,R,R,267.643;
4,25,L,R,R,298.877;
4,26,R,L,L,267.567;
4,27,R,L,L,231.268;
4,28,L,L,L,271.214;
4,29,L,R,R,235.757;
4,30,L,L,L,324.244;
4,31,R,R,R,250.166;
4,32,R,R,R,587.294;
4,33,L,R,R,246.929;
4,34,R,R,R,247.963;
4,35,L,L,L,258.537;
4,36,L,R,R,231.862;
4,37,R,L,L,230.99;
4,38,R,R,R,273.294;
4,39,L,L,L,378.282;
4,40,R,L,L,291.06;
4,1,L,L,L,292.067;
4,2,R,L,L,310.487;
4,3,L,R,R,304.683;
4,4,L,R,R,343.521;
4,5,R,L,L,243.533;
4,6,R,R,R,271.202;
4,7,L,R,R,619.042;
4,8,R,R,R,239.385;
4,9,R,L,L,257.677;
4,10,R,R,R,242.033;
4,11,R,R,R,315.401;
4,12,R,R,R,248.031;
4,13,L,R,R,264.059;
4,14,L,L,L,267.411;
4,15,L,L,L,296.55;
4,16,R,L,L,315.627;
4,17,R,L,L,278.483;
4,18,L,R,R,315.348;
4,19,R,R,R,267.129;
4,20,L,L,L,286.562;
4,21,L,L,L,302.074;
4,22,R,L,L,280.362;
4,23,L,L,L,273.068;
4,24,L,R,R,239.443;
4,25,L,R,R,314.675;
4,26,R,L,L,226.205;
4,27,R,L,L,248.869;
4,28,L,L,L,294.101;
4,29,L,R,R,324.986;
4,30,L,L,L,246.526;
4,31,R,R,R,238.091;
4,32,R,R,R,287.127;
4,33,L,R,R,254.666;
4,34,R,R,R,275.431;
4,35,L,L,L,263.992;
4,36,L,R,R,298.698;
4,37,R,L,L,252.997;
4,38,R,R,R,254.916;
4,39,L,L,L,280.527;
4,40,R,L,L,265.73;
