5,1,L,L,L,322.182;
5,2,R,L,L,245.822;
5,3,L,L,L,231.456;
5,4,R,R,R,217.659;
5,5,L,R,R,275.488;
5,6,L,R,R,269.275;
5,7,L,L,L,266.208;
5,8,L,R,R,301.638;
5,9,L,R,R,266.781;
5,10,R,L,L,213.765;
5,11,R,R,R,245.679;
5,12,L,R,R,286.092;
5,13,L,L,L,240.899;
5,14,L,L,L,268.212;
5,15,R,R,R,266.02;
5,16,R,L,L,225.843;
5,17,R,L,L,222.024;
5,18,L,L,L,212.872;
5,19,L,R,R,295.695;
5,20,R,L,L,235.993;
5,21,L,L,L,220.71;
5,22,L,R,R,221.34;
5,23,R,L,L,193.943;
5,24,L,L,L,263.045;
5,25,L,L,L,423.959;
5,26,R,L,L,214.099;
5,27,L,R,R,270.572;
5,28,R,R,R,269.115;
5,29,R,R,R,214.435;
5,30,R,L,L,210.53;
5,31,L,R,R,265.025;
5,32,R,R,R,241.173;
5,33,L,L,L,213.735;
5,34,R,R,R,206.474;
5,35,L,L,L,197.428;
5,36,R,L,L,266.21;
5,37,R,R,R,251.412;
5,38,R,R,R,275.599;
5,39,L,L,L,212.056;
5,40,L,R,R,244.477;
5,41,R,R,R,214.68;
5,42,L,R,R,253.713;
5,43,L,R,R,243.888;
5,44,R,R,R,283.673;
5,45,L,L,L,269.764;
5,46,R,R,R,223.438;
5,47,R,R,R,234.672;
5,48,L,L,L,242.417;
5,49,R,L,L,261.403;
5,50,R,L,L,274.487;
5,51,R,R,R,263.271;
5,52,L,R,R,247.208;
5,53,R,L,L,223.583;
5,54,R,L,L,260.035;
5,55,L,L,L,208.88;
5,56,R,R,R,229.906;
5,57,R,L,L,231.714;
5,58,L,L,L,201.894;
5,59,R,L,L,243.502;
5,60,R,R,R,227.592;
5,61,L,R,R,255.192;
5,62,R,R,R,239.388;
5,63,L,L,L,265.099;
5,64,R,L,L,258.069;
5,65,R,L,L,238.543;
5,66,R,R,R,258.592;
5,67,L,L,L,240.591;
5,68,L,R,R,220.575;
5,69,L,R,R,258.231;
5,70,L,L,L,255.002;
5,71,L,R,R,272.527;
5,72,R,L,L,259.115;
5,73,R,R,R,267.233;
5,74,L,R,R,245.268;
5,75,R,R,R,293.706;
5,76,R,L,L,271.086;
5,77,R,L,L,212.027;
5,78,L,L,L,249.594;
5,79,L,R,R,246.539;
5,80,L,R,R,246.167;
