8,1,L,L,L,759.499;
8,2,R,L,L,492.663;
8,3,L,L,L,312.668;
8,4,R,R,R,561.421;
8,5,L,R,R,361.495;
8,6,L,R,L,259.681;
8,7,L,L,L,654.471;
8,8,L,R,R,611.622;
8,9,L,R,R,500.304;
8,10,R,L,L,454.458;
8,11,R,R,R,441.831;
8,12,L,R,R,475.313;
8,13,L,L,L,293.126;
8,14,L,L,L,383.095;
8,15,R,R,R,475.814;
8,16,R,L,L,344.874;
8,17,R,L,L,305.403;
8,18,L,L,L,359.156;
8,19,L,R,R,374.975;
8,20,R,L,L,311.913;
8,21,L,L,L,304.26;
8,22,L,R,R,350.433;
8,23,R,L,L,260.402;
8,24,L,L,L,302.387;
8,25,L,L,L,345.376;
8,26,R,L,L,246.649;
8,27,L,R,R,332.941;
8,28,R,R,R,307.049;
8,29,R,R,R,323.012;
8,30,R,L,L,312.456;
8,31,L,R,R,330.415;
8,32,R,R,R,391.202;
8,33,L,L,L,279.075;
8,34,R,R,R,366.473;
8,35,L,L,L,303.777;
8,36,R,L,L,265.683;
8,37,R,R,R,301.106;
8,38,R,R,R,327.693;
8,39,L,L,L,309.577;
8,40,L,R,R,337.356;
8,41,R,R,R,339.066;
8,42,L,R,R,282.119;
8,43,L,R,R,302.894;
8,44,R,R,R,345.336;
8,45,L,L,L,308.209;
8,46,R,R,R,285.895;
8,47,R,R,R,254.458;
8,48,L,L,L,292.406;
8,49,R,L,L,360.873;
8,50,R,L,L,269.435;
8,51,R,R,R,317.914;
8,52,L,R,R,300.894;
8,53,R,L,L,320.819;
8,54,R,L,L,321.778;
8,55,L,L,L,282.74;
8,56,R,R,R,350.082;
8,57,R,L,L,309.596;
8,58,L,L,L,272.696;
8,59,R,L,L,341.93;
8,60,R,R,R,567.86;
8,61,L,R,R,293.393;
8,62,R,R,R,401.477;
8,63,L,L,L,360.32;
8,64,R,L,L,241.824;
8,65,R,L,L,258.59;
8,66,R,R,R,300.521;
8,67,L,L,L,314.909;
8,68,L,R,R,288.221;
8,69,L,R,R,288.273;
8,70,L,L,L,295.474;
8,71,L,R,R,289.721;
8,72,R,L,L,233.83;
8,73,R,R,R,361.375;
8,74,L,R,R,460.044;
8,75,R,R,R,299.573;
8,76,R,L,L,277.763;
8,77,R,L,L,282.051;
8,78,L,L,L,306.231;
8,79,L,R,R,302.279;
8,80,L,R,R,295.245;
