1,1,L,L,L,325.47;
1,2,R,L,L,327.847;
1,3,L,L,L,266.392;
1,4,L,R,R,383.29;
1,5,L,L,L,297.735;
1,6,L,R,R,269.946;
1,7,L,R,R,260.015;
1,8,R,L,L,249.903;
1,9,R,R,R,292.653;
1,10,R,L,L,273.337;
1,11,L,R,R,259.645;
1,12,L,L,L,398.663;
1,13,R,R,R,338.726;
1,14,R,L,L,233.701;
1,15,R,R,R,292.793;
1,16,L,L,L,255.871;
1,17,L,R,R,280.58;
1,18,R,L,L,245.811;
1,19,L,L,L,229.85;
1,20,L,R,R,274.858;
1,21,R,R,R,247.548;
1,22,L,L,L,260.858;
1,23,L,L,L,282.291;
1,24,R,L,L,242.855;
1,25,L,R,R,506.466;
1,26,R,R,R,312.264;
1,27,R,R,R,268.244;
1,28,R,R,R,335.342;
1,29,L,R,R,318.196;
1,30,R,L,L,266.343;
1,31,L,L,L,266.374;
1,32,R,R,R,261.791;
1,33,L,L,L,280.23;
1,34,R,L,L,336.832;
1,35,R,R,R,284.687;
1,36,R,R,R,286.043;
1,37,L,L,L,283.411;
1,38,L,R,R,219.028;
1,39,R,R,R,305.463;
1,40,L,R,R,280.676;
1,41,L,R,R,308.007;
1,42,L,R,R,243.166;
1,43,L,L,L,295.887;
1,44,R,R,R,241.608;
1,45,R,R,R,294.976;
1,46,L,L,L,293.426;
1,47,R,L,L,246.108;
1,48,R,L,L,269.907;
1,49,R,R,R,295.108;
1,50,L,R,R,317.591;
1,51,R,L,L,235.936;
1,52,R,L,L,315.517;
1,53,L,L,L,267.119;
1,54,R,R,R,287.139;
1,55,R,L,L,286.653;
1,56,L,L,L,306.418;
1,57,R,L,L,291.869;
1,58,R,R,R,316.682;
1,59,L,R,R,302.495;
1,60,R,R,R,263.989;
1,61,L,L,L,312.879;
1,62,R,L,L,237.425;
1,63,R,L,L,289.699;
1,64,R,L,L,284.141;
1,65,L,L,L,297.894;
1,66,L,R,R,298.999;
1,67,L,R,R,227.357;
1,68,L,L,L,246.245;
1,69,L,R,R,303.663;
1,70,R,L,L,252.669;
1,71,R,R,R,411.769;
1,72,L,R,R,280.649;
1,73,L,L,L,305.841;
1,74,R,L,L,276.617;
1,75,R,R,R,250.481;
1,76,L,R,R,267.284;
1,77,L,L,L,397.773;
1,78,R,R,R,246.905;
1,79,L,R,R,333.85;
1,80,R,L,L,285.371;
