11,1,L,L,L,469.124;
11,2,R,L,L,371.317;
11,3,L,L,L,244.742;
11,4,R,R,R,274.995;
11,5,L,R,R,263.588;
11,6,L,R,R,326.328;
11,7,L,L,L,251.649;
11,8,L,R,R,260.511;
11,9,L,R,R,270.14;
11,10,R,L,L,252.312;
11,11,R,R,R,273.297;
11,12,L,R,R,291.077;
11,13,L,L,L,431.701;
11,14,L,L,L,271.385;
11,15,R,R,R,259.715;
11,16,R,L,L,307.353;
11,17,R,L,L,264.798;
11,18,L,L,L,424.884;
11,19,L,R,R,263.584;
11,20,R,L,L,239.389;
11,21,L,L,L,246.98;
11,22,L,R,R,361.08;
11,23,R,L,L,304.565;
11,24,L,L,L,244.194;
11,25,L,L,L,259.66;
11,26,R,L,L,251.282;
11,27,L,R,R,266.905;
11,28,R,R,R,269.627;
11,29,R,R,R,293.184;
11,30,R,L,L,265.161;
11,31,L,R,R,268.015;
11,32,R,R,R,262.402;
11,33,L,L,L,244.763;
11,34,R,R,R,270.861;
11,35,L,L,L,251.94;
11,36,R,L,L,275.669;
11,37,R,R,R,255.153;
11,38,R,R,R,271.756;
11,39,L,L,L,242.346;
11,40,L,R,R,301.735;
11,41,R,R,R,252.436;
11,42,L,R,R,261.423;
11,43,L,R,R,253.7;
11,44,R,R,R,251.63;
11,45,L,L,L,269.536;
11,46,R,R,R,256.201;
11,47,R,R,R,370.379;
11,48,L,L,L,250.027;
11,49,R,L,L,263.485;
11,50,R,L,L,254.132;
11,51,R,R,R,259.045;
11,52,L,R,R,239.911;
11,53,R,L,L,262.709;
11,54,R,L,L,289.792;
11,55,L,L,L,268.302;
11,56,R,R,R,258.503;
11,57,R,L,L,243.586;
11,58,L,L,L,259.254;
11,59,R,L,L,269.888;
11,60,R,R,R,278.668;
11,61,L,R,R,253.208;
11,62,R,R,R,263.065;
11,63,L,L,L,264.258;
11,64,R,L,L,263.841;
11,65,R,L,L,276.905;
11,66,R,R,R,252.75;
11,67,L,L,L,285.185;
11,68,L,R,R,288.181;
11,69,L,R,R,603.739;
11,70,L,L,L,254.621;
11,71,L,R,R,255.716;
11,72,R,L,L,275.394;
11,73,R,R,R,283.647;
11,74,L,R,R,259.9;
11,75,R,R,R,265.424;
11,76,R,L,L,259.975;
11,77,R,L,L,282.747;
11,78,L,L,L,279.915;
11,79,L,R,R,254.455;
11,80,L,R,R,270.669;
