7,1,L,L,L,531.607;
7,2,R,L,L,496.527;
7,3,L,L,L,353.77;
7,4,R,R,R,473.223;
7,5,L,R,R,305.318;
7,6,L,R,R,406.183;
7,7,L,L,L,363.448;
7,8,L,R,R,381.156;
7,9,L,R,R,396.189;
7,10,R,L,L,331.456;
7,11,R,R,R,261.711;
7,12,L,R,R,355.061;
7,13,L,L,L,283.579;
7,14,L,L,L,317.974;
7,15,R,R,R,321.469;
7,16,R,L,L,249.118;
7,17,R,L,L,338.841;
7,18,L,L,L,307.384;
7,19,L,R,R,223.729;
7,20,R,L,L,270.569;
7,21,L,L,L,294.622;
7,22,L,R,R,276.205;
7,23,R,L,L,232.257;
7,24,L,L,L,266.985;
7,25,L,L,L,254.881;
7,26,R,L,L,270.256;
7,27,L,R,R,275.653;
7,28,R,R,R,316.147;
7,29,R,R,R,332.872;
7,30,R,L,L,264.742;
7,31,L,R,R,270.167;
7,32,R,R,R,314.365;
7,33,L,L,L,240.148;
7,34,R,R,R,324.926;
7,35,L,L,L,293.348;
7,36,R,L,L,273.77;
7,37,R,R,R,254.55;
7,38,R,R,R,287.5;
7,39,L,L,L,277.7;
7,40,L,R,R,274.763;
7,41,R,R,R,281.264;
7,42,L,R,R,314.504;
7,43,L,R,R,253.43;
7,44,R,R,R,253.037;
7,45,L,L,L,252.07;
7,46,R,R,R,235.836;
7,47,R,R,R,272.927;
7,48,L,L,L,203.022;
7,49,R,L,L,231.952;
7,50,R,L,L,338.638;
7,51,R,R,R,274.67;
7,52,L,R,R,253.658;
7,53,R,L,L,194.365;
7,54,R,L,L,298.631;
7,55,L,L,L,272.681;
7,56,R,R,R,228.087;
7,57,R,L,L,192.953;
7,58,L,L,L,296.002;
7,59,R,L,L,259.534;
7,60,R,R,R,278.533;
7,61,L,R,R,254.719;
7,62,R,R,R,277.433;
7,63,L,L,L,213.583;
7,64,R,L,L,285.654;
7,65,R,L,L,289.776;
7,66,R,R,R,266.552;
7,67,L,L,L,236.124;
7,68,L,R,R,260.152;
7,69,L,R,R,273.841;
7,70,L,L,L,225.425;
7,71,L,R,R,233.482;
7,72,R,L,L,187.634;
7,73,R,R,R,206.228;
7,74,L,R,R,285.24;
7,75,R,R,L,169.748;
7,76,R,L,L,289.088;
7,77,R,L,L,330.066;
7,78,L,L,L,269.146;
7,79,L,R,R,209.887;
7,80,L,R,R,287.495;
